Ticker,MaxDrawdown,DebtToEquity,ReturnSD,PriceChange12M,RSI,EarningsGrowth,ROE,ROA,OperatingMargin,EBITDAMargin,LogMarketCap,RevenueGrowth,PE,Sector,MaxDrawdown_ZScore,DebtToEquity_ZScore,ReturnSD_ZScore,PriceChange12M_ZScore,RSI_ZScore,EarningsGrowth_ZScore,ROE_ZScore,ROA_ZScore,OperatingMargin_ZScore,EBITDAMargin_ZScore,LogMarketCap_ZScore,RevenueGrowth_ZScore,PE_ZScore,Risk_Score,Momentum_Score,Quality_Score,Size_Score,Growth_Score
FLS,0.2982943592758063,82.9,0.030571866113151172,0.52792394,48.12297699070164,0.143,0.17086,0.07202,0.13434,0.15933,22.990297167218944,-0.067,27.76103,industrials,0.22321567464946776,-0.10164182261775867,1.1341795937044923,0.4505151493422472,-0.17501009471840892,-0.17174902423457664,-0.09094544170490365,0.024146830931009267,-0.044199706076514224,-0.2813826881088281,-0.6541052769850955,-0.09494692782202331,-0.2881833766923814,0.41858448191206715,0.0345853434630872,-0.09809525123980918,-0.6541052769850955,-0.09494692782202331
NVT,0.16930483912494595,44.71,0.025396235980018587,1.583385,67.85465536939832,-0.595,0.13002,0.06397,0.15998,0.21365,24.019313719499998,0.535,56.79932,industrials,-0.8419504760276393,-0.14266586906232392,0.4626923041652865,2.2775479872371083,1.6252274341823223,-0.5085280642565648,-0.09729186752230755,-0.16901632385210827,0.2020090952093313,0.2321083851800994,0.2669650386446398,-0.032817427234962,0.37718384592322635,-0.17397468030822558,1.1314157857209552,0.04195232225375373,0.2669650386446398,-0.032817427234962
VRSK,0.5081038445237961,,0.019558452332721375,-0.44796365,48.13609275341262,0.048,,0.17999001,0.45004,0.48612,23.855603404246335,0.039,26.675306,industrials,1.9557747346085417,0.0,-0.2947029148526726,-1.238773769591509,-0.1738134662411296,-0.21510133968456158,0.0,2.6149328872744557,2.9873181787105905,2.8077879275039956,0.1204283173370214,-0.08400718187147763,-0.3130610524235319,0.5536906065852897,-0.5425628585057334,2.1025097483722606,0.1204283173370214,-0.08400718187147763
CMI,0.15225423272179592,61.621,0.02045548734163408,1.0382991,54.89048918669653,-0.21,0.21993999,0.07273,0.09764,0.14764,25.21445927400923,0.027,33.556305,industrials,-0.9827505097661369,-0.12449991856680041,-0.17832141322631997,1.3339889337430126,0.4424300033158732,-0.33283710164346797,-0.08331854367224144,0.04118358122865074,-0.39661245986709603,-0.3918891433140484,1.336737036650975,-0.08524564367719978,-0.15539366934240775,-0.42852394718641906,0.48119394513847263,-0.2076591414061838,1.336737036650975,-0.08524564367719978
JBHT,0.15869235277860622,43.622,0.023966011563415778,1.0229053,63.90041114825082,0.274,0.16676001,0.069,0.06774,0.13253,23.983940827592285,0.046,42.923912,industrials,-0.9295859770933331,-0.1438346085892076,0.2771347020504428,1.307341832143655,1.2644583851066924,-0.11196846292986058,-0.09158256908950449,-0.048319346391352706,-0.6837280276692325,-0.5347251174929085,0.23530284560998904,-0.0832847458181397,0.05925046611269395,-0.26542862787736593,0.8199439181068288,-0.33958876516074954,0.23530284560998904,-0.0832847458181397
ST,0.14560428793782457,99.818,0.02437504665149177,0.9217899,67.47405895973986,0.255,0.01701,0.04626,0.15447,0.20358999,22.694967501197606,0.026,149.66666,industrials,-1.0376642429087501,-0.08346835265836733,0.330202996258773,1.132308225298061,1.5905033764066918,-0.12063892601985758,-0.1148533166316321,-0.5939752643749667,0.14909916950398763,0.13701034887307903,-0.9184541721453379,-0.08534884882767663,2.5050944111630993,-0.26364319976944817,0.867390891894965,-0.10567976565738305,-0.9184541721453379,-0.08534884882767663
ALK,0.4646101111817581,178.719,0.03125194826247916,-0.09587425,56.724658265485786,,0.01856,0.01281,-0.07606,0.07895,22.357974068237212,0.052,93.918365,industrials,1.5966133665506408,0.0012878214323015418,1.222413587898325,-0.629297096264784,0.6097720786636371,1.0132787112291824e-16,-0.11461245081339076,-1.3966221622004673,-2.064571460777834,-1.041220914746604,-1.2200962079064894,-0.08266551491527863,1.2277089931613647,0.9401049252937558,-0.006508339200382262,-1.154256747134574,-1.2200962079064894,-0.08266551491527863
FTV,0.15623755230503644,58.806,0.016194974808282483,0.101489305,45.734434107692536,-0.124,0.06814,0.032509997,0.17926,0.28101,23.601311658979622,0.077,34.30588,industrials,-0.9498571616675104,-0.1275238172507871,-0.7310811621801176,-0.28765522082821565,-0.3929309656578102,-0.29359184765716584,-0.10690785257570994,-0.923912401984573,0.3871458225412773,0.8688675659006837,-0.1071876306821267,-0.08008538615335747,-0.13821832479243273,-0.6028207136994718,-0.3247260113810639,0.05629828347041951,-0.1071876306821267,-0.08008538615335747
ODFL,0.26059877891726096,0.909,0.024203486606361357,0.40718746,54.86145507087585,-0.042,0.23331,0.15029,0.23775999,0.31307,24.56966298640934,-0.029,46.906246,industrials,-0.08806586342503037,-0.18971730290150707,0.30794476166036666,0.2415169000919754,0.4397810494906746,-0.2561719543213894,-0.0812408801893093,1.9022685855738177,0.9488935765636617,1.171933173589252,0.7595813836928298,-0.09102513210390316,0.1504994519554452,0.010053865111276409,0.14170866508708688,0.9854636138843555,0.7595813836928298,-0.09102513210390316
VRT,0.24782501960328798,76.913,0.03629853209047125,1.8903232,54.07939301741578,1.357,0.45097,0.111499995,0.16364999,0.21977,25.521260455986102,0.301,79.32412,industrials,-0.1935486656110318,-0.10807311264299073,1.877158383975891,2.808866660996934,0.3684289104811508,0.3822479331999675,-0.047417103416142505,0.9714860091945752,0.23725027456311581,0.2899612086066132,1.6113540589841902,-0.05696743244654396,0.8933045822328382,0.5251788685739561,1.1865145015593508,0.36282009723704045,1.6113540589841902,-0.05696743244654396
CLH,0.1944655128081705,116.452,0.01676085689349811,0.24476242,43.74599169477935,0.092,0.14794,0.057490002,0.08149,0.1866,23.42135457420548,0.019,38.028416,industrials,-0.6341793493170454,-0.0655999580901846,-0.6576635071649886,-0.03964542130753343,-0.5743483082214836,-0.1950223725287791,-0.09450714786883357,-0.3245066166059334,-0.5516932765896546,-0.02359731313480297,-0.2682667974897891,-0.08607128488101454,-0.05292220579208482,-0.45248093819073953,-0.26967203401926537,-0.24857608854980615,-0.2682667974897891,-0.08607128488101454
FHB,0.14652512708022286,,0.015137005464101285,0.14857388,55.76536639931872,0.172,0.10516,0.01186,0.42123002,0.0,21.91174601266959,0.074,11.833333,financial-services,-0.7723973409706902,0.0,-0.4387574330368956,0.3589860571332826,0.7919426246160644,-0.2445577681907225,-0.36475354331502163,-0.5945964273053055,0.27758390016241896,-0.5367081067895128,-1.5116008222717152,-0.24051899411060423,-0.08865406810968675,-0.40371825800252864,0.3021236378528748,-0.3046185443118552,-1.5116008222717152,-0.24051899411060423
PRI,0.1327545006369173,73.789,0.013539858254098798,-0.0071347356,48.91023845382156,0.182,0.32338002,0.04626,0.30308,0.32242,22.853726827521545,0.081,11.3242445,financial-services,-0.867997635789938,-0.38320556874716266,-0.6503979587694684,-0.19450700839303275,0.11774564232545241,-0.2421475045234554,0.6441861852774196,0.1788911986504513,0.1056354365600731,0.7659050179138513,-0.7608136508424678,-0.21465882740348183,-0.08909117700375965,-0.633867054435523,-0.10630295686367858,0.42365445960044884,-0.7608136508424678,-0.21465882740348183
CBOE,0.10324211776611583,29.489,0.01480355176866226,0.44335783,56.72260810758104,0.544,0.2514,0.10593,0.39723,0.37233,24.275990908489167,0.065,28.485056,financial-services,-1.0728824690894956,-0.6654443786012914,-0.4829439143882762,1.4068463282219432,0.8860866692151268,-0.15489595976838583,0.3113867389072906,1.5205774382080097,0.24265570831424518,0.9675470409085319,0.372773795461224,-0.27376777987690437,-0.07435671858217124,-0.7404235873596877,0.7126790125562281,0.7605417315845193,0.372773795461224,-0.27376777987690437
LAZ,0.3138596610941136,240.849,0.02315617732276971,0.10274935,49.161323121959406,0.625,0.34348,0.06836,0.13753,0.0,22.262078716928936,0.154,18.781748,financial-services,0.38929496482461196,0.6811469272851339,0.6238758279921831,0.1960948806350015,0.1424396417524312,-0.13537282406352222,0.7371183936326086,0.6758120281162138,-0.13529611934967928,-0.5367081067895128,-1.2323750716587663,0.0550257682565085,-0.08268808381381347,0.5647725733673097,0.06772056610797016,0.18523154890240756,-1.2323750716587663,0.0550257682565085
TRV,0.0893328883304539,28.975,0.011577689258408953,0.056271315,45.203600106316614,3.576,0.25272,0.04442,0.18744,0.21605,24.851510298789496,0.01,8.710535,financial-services,-1.1694449922421204,-0.6687191133251068,-0.9104081038726906,0.030880708171513373,-0.24679961608536785,0.5758959841470033,0.3174897556778967,0.13751860470398056,-0.06266009424876876,0.336158233983894,0.8314801388745745,-0.47695480400429435,-0.09133533625892429,-0.9161907364799727,0.11999235874438292,0.18212662502925064,0.8314801388745745,-0.47695480400429435
CBC,0.07066300689226421,,0.01404095014618691,0.20492148,70.8070302215714,0.07,0.11563,0.02034,0.53202,0.0,22.64157215019598,0.104,15.955056,financial-services,-1.2990575539566978,0.0,-0.5839974724412905,0.559283296556241,2.2712796170428566,-0.269142457596847,-0.31634552392998605,-0.4039227334650492,0.4388210023104731,-0.5367081067895128,-0.9299073389339589,-0.12968970822293696,-0.08511511214779621,-0.6276850087993294,0.8538068186674169,-0.20453884046851872,-0.9299073389339589,-0.12968970822293696
FHN,0.1651577097132382,,0.01617065312678507,0.22250247,51.6469046154341,0.293,0.11259,0.01258,0.42856997,0.0,23.165612004141327,0.097,12.1758795,financial-services,-0.6430437200374747,0.0,-0.3017871316253556,0.6217779505135105,0.3868948226712317,-0.21539357781679042,-0.3304009564925943,-0.5784071514132083,0.28826602383381605,-0.5367081067895128,-0.5122317414520111,-0.15554987493005928,-0.08835995397867898,-0.31494361722094344,0.264426398455984,-0.28931254771537485,-0.5122317414520111,-0.15554987493005928
PFG,0.11963816585767634,33.624,0.013605726577010813,0.34623885,68.56703113005595,8.19,0.13385999,0.00375,0.148,0.14148,23.83157670884822,-0.045,14.866571,financial-services,-0.9590556190273651,-0.6390999659884964,-0.6416696421791649,1.0616202034256161,2.050977291566144,1.6879916402240496,-0.23205920976484698,-0.7769506321454565,-0.12005870835375598,0.03488703272736571,0.018562250352571814,-0.6801418281316843,-0.08604969714542424,-0.7466084090650088,1.6001963784052702,-0.27354537938417345,0.018562250352571814,-0.6801418281316843
NLY,0.14877046056390775,732.812,0.01168442415521622,0.16907442,47.44268611559356,1.225,0.15042,0.01816,0.80999,0.0,23.496551915976415,0.488,7.0483875,financial-services,-0.7568094848995414,3.8154821781263695,-0.8962644923553358,0.4318587539061698,-0.02658709160065303,0.009242995972504674,-0.1554940440440845,-0.45294026324945474,0.8433618938612666,-0.5367081067895128,-0.2484626323552829,1.2889251511392041,-0.09276247408566966,0.7208027336238306,0.13817155275934048,-0.07544513005544634,-0.2484626323552829,1.2889251511392041
LNC,0.29125139218574086,65.727,0.02084846610302871,0.07297051,48.06517559507161,,0.18767,0.00283,-0.04072,0.0,22.632499292598574,0.125,3.8610504,financial-services,0.2323407999656859,-0.4345692094930766,0.31807733131874166,0.09024087007877599,0.03463430819064104,0.0,0.016731239823401342,-0.7976369291186918,-0.3947104947100741,-0.5367081067895128,-0.9371386805758877,-0.052109208101569854,-0.09549915620443405,0.03861630726378366,0.04162505942313901,-0.4280810726987193,-0.9371386805758877,-0.052109208101569854
TFC,0.20673482396372833,,0.014336982282423347,0.2289064,47.84858207915354,0.253,0.08579001,0.010190001,0.38990003,0.0,24.818673599104436,0.052,11.933168,financial-services,-0.354401486044358,0.0,-0.5447697816220337,0.644541821564946,0.013332489176220532,-0.22503463248585887,-0.4543106446911388,-0.6321465308477034,0.23198810893718802,-0.5367081067895128,0.8053082970632397,-0.32179380376156025,-0.08856834869854356,-0.29972375588879724,0.14427989275176922,-0.34779429334779177,0.8053082970632397,-0.32179380376156025
SCHW,0.19834421854864767,120.766,0.015071447608634742,-0.008625567,42.26942010470249,0.386,0.19083,0.019709999,0.49352002,0.0,25.746576986468437,0.158,17.365805,financial-services,-0.41265187535643183,-0.08391137979643117,-0.4474446090905155,-0.19980642511823604,-0.5353741428212415,-0.19297812571120623,0.031341492092428314,-0.41808837235573976,0.3827904370196585,-0.5367081067895128,1.5448753334344894,0.06980300637486414,-0.08390382779310251,-0.31466928808112615,-0.3093862312168946,-0.13516613750829143,1.5448753334344894,0.06980300637486414
FISV,0.7016804441954673,,0.03508073441959915,,40.35434110531537,,,,,,24.12981045820656,,9.586441,financial-services,3.081676560837256,0.0,2.204017919651432,0.0,-0.7237208071724177,0.0,1.2832783595455456e-16,0.0,4.0393802586797085e-17,0.0,0.25626355973717596,1.0253768749604344e-16,-0.09058327389064877,1.761898160162896,-0.24124026905747256,4.218040963533791e-17,0.25626355973717596,1.0253768749604344e-16
PGR,0.29777972619268034,26.174,0.013956839062106175,-0.3405832,39.04808299642249,0.098,0.37903,0.07935,0.16393,0.16941999,25.43368217582916,0.087,9.679715,financial-services,0.27766267826304825,-0.686564506246132,-0.595143166428231,-1.379806948570514,-0.8521903677860458,-0.26239371932849914,0.9014837316591621,0.9229233365247534,-0.09687514033417062,0.14776774012169838,1.2954887152243573,-0.1924929702259484,-0.0905031878250909,-0.33468166480377154,-0.8314636785616863,0.46882491699286083,1.2954887152243573,-0.1924929702259484
AON,0.17659532861264088,155.05,0.01497670812709501,-0.15977246,40.64027821982782,0.271,0.46447,0.060510002,0.35836,0.33421,24.935439783024876,0.065,17.356398,financial-services,-0.5636399439409515,0.13451470049790182,-0.45999868898692586,-0.7370840627684162,-0.6955990943084286,-0.22069615788477806,1.2965153626293096,0.4993039956517532,0.1860866380743655,0.8135379462069247,0.8983744737432735,-0.27376777987690437,-0.08391190474507952,-0.2963746441433252,-0.551126438320541,0.6988609856405883,0.8983744737432735,-0.27376777987690437
L,0.07992329454901313,45.603,0.010021110942990257,0.1547898,40.98387205823152,-0.063,0.09217,0.019,0.11833,0.17186001,23.782318738306873,0.014,13.1743,financial-services,-1.2347695396284455,-0.5627808079017557,-1.1166727806388492,0.3810816142905343,-0.6618068834515061,-0.3011989643714997,-0.42481277653485094,-0.43405277470867465,-0.1632386495427765,0.15762569582090663,-0.020697840500654117,-0.4621775658859387,-0.08750269933518431,-0.9714077093896835,-0.19397474451082383,-0.2161196262413489,-0.020697840500654117,-0.4621775658859387
USB,0.1621354319275856,,0.013670634781512524,0.2574507,47.88731925911428,0.148,0.123500004,0.0113699995,0.37837002,0.0,25.16760557435019,0.046,11.498952,financial-services,-0.6640253833280735,0.0,-0.6330685524116925,0.7460074472750161,0.01714226341232864,-0.2503424009921636,-0.27995857969003307,-0.6056141401966467,0.21520802286678625,-0.5367081067895128,1.0834176243292657,-0.34395966093909364,-0.08894117125404964,-0.43236464524658863,0.17093576989839368,-0.3017682009523516,1.0834176243292657,-0.34395966093909364
CB,0.11017617481790995,31.458,0.010965063530070358,0.039342523,40.47264494558814,0.787,0.15433,0.03364,0.20641,0.23757,25.518292690541827,0.102,11.026884,financial-services,-1.0247439257070148,-0.6528997235989713,-0.9915881168426149,-0.02929559577693279,-0.7120857082013357,-0.09632655265379494,-0.13741616860994038,-0.10487083156936411,-0.03505229228194299,0.4231014584849064,1.3629258519608212,-0.13707832728211478,-0.08934649394628728,-0.8897439220495337,-0.2792359522106878,0.03644054150591472,1.3629258519608212,-0.13707832728211478
FNB,0.15736778879833915,,0.015930983414694275,0.2777778,50.73800562702238,0.188,0.08851,0.01174,0.41884997,0.0,22.551397329764324,0.096,10.790123,financial-services,-0.697123956630125,0.0,-0.33354614767058977,0.818263621725648,0.2975052503589193,-0.24070134632309512,-0.4417347775806227,-0.5972946399539885,0.2741201179235606,-0.5367081067895128,-1.001779395454201,-0.15924418445964822,-0.08954977950247171,-0.34355670143357164,0.29168917525382404,-0.3254043516001408,-1.001779395454201,-0.15924418445964822
PB,0.16445335285753743,,0.014438632947976033,-0.0010140538,49.570805613335395,-0.151,0.06727,0.01284,0.55615,0.0,22.662717947977594,0.199,12.515426,financial-services,-0.6479336009256231,0.0,-0.5312998897023009,-0.17274999180445855,0.1827119550019415,-0.3224092846434503,-0.5399378656167408,-0.5725610240077288,0.4739383592666937,-0.5367081067895128,-0.9130534991807917,0.22126969708800945,-0.08806841568012905,-0.39307783020930803,-0.10414910714865577,-0.29381715928682217,-0.9130534991807917,0.22126969708800945
APO,0.34972250494116547,101.267,0.02211570787370935,-0.013867617,57.40706933150144,,0.08492,0.00708,0.13489,0.0,25.030078101541744,-0.092,80.443756,financial-services,0.6382668223468622,-0.20814105368685235,0.4860015607807893,-0.21844019379546667,0.9534029462169569,0.0,-0.4583331337976502,-0.7020752311445067,-0.13913821725123016,-0.5367081067895128,0.9738040731022225,-0.8537743760223631,-0.029744416606254424,0.3053757764802664,0.24498758414049673,-0.4590636722457249,0.9738040731022225,-0.8537743760223631
LPLA,0.33124296061382835,132.284,0.022621763833971985,-0.28592294,38.76961684205124,0.045,0.20452,0.05493,0.111260004,0.0,23.809611313121238,0.35,24.619604,financial-services,0.5099756445204806,-0.010529289234357777,0.5530598437050787,-1.1855076495029202,-0.8795773170071007,-0.27516811676501485,0.09463717359970032,0.3738370625177888,-0.17352789832897844,-0.5367081067895128,0.0010551662727566833,0.7791104360559346,-0.07767563749079312,0.35083539966373384,-0.7800843610916787,-0.060440442250250526,0.0010551662727566833,0.7791104360559346
CINF,0.1046214148774114,5.626,0.012276019417960348,0.038390517,42.7170149347554,,0.18735,0.05553,0.11841,0.28218,23.91582994616,0.116,8.995428,financial-services,-1.063306927190507,-0.8174774422479973,-0.8178712599444853,-0.03267966490701273,-0.4913535080337075,0.0,0.015251720606284618,0.38732812576120323,-0.16312222233363863,0.6033308843673487,0.08571462620537326,-0.08535799386787002,-0.09109072404678609,-0.8995518764609965,-0.1746777243135734,0.21069712710029947,0.08571462620537326,-0.08535799386787002
BEN,0.19211647739474866,23.471,0.01702594378182678,0.45633805,65.95291009123153,0.872,0.06704,0.02604,0.17238002,0.19789,23.503273498671014,0.087,23.67939,financial-services,-0.4558869375245834,-0.7037855334026942,-0.18845120194176548,1.4529867536012437,1.793880337325415,-0.07583931148202448,-0.5410012700540434,-0.27575763265261277,-0.0845774872621771,0.2627897880295082,-0.24310532785476727,-0.1924929702259484,-0.07848291540363514,-0.44937455762301437,1.0570092598148781,-0.15963665048483128,-0.24310532785476727,-0.1924929702259484
PRU,0.21455575873104407,158.972,0.014087961220403835,-0.028571427,53.216643875408586,-0.143,0.10711,0.00409,0.04721,0.08063,24.277321668208728,0.153,10.364573,financial-services,-0.30010594091460335,0.15950207323487456,-0.5777679599704222,-0.27070741639234197,0.5412775680367731,-0.3204810737096366,-0.35573772308571705,-0.7693056963075214,-0.26674243846637413,-0.21095382279710456,0.3738344511666785,0.051331458726919584,-0.0899151613366179,-0.23945727588338364,-0.016636974021735158,-0.40068492016417934,0.3738344511666785,0.051331458726919584
ACGL,0.12394593648720034,11.282,0.013217361143550434,-0.071985066,36.97110742365284,0.946,0.21305999,0.045679998,0.25282,0.29817,24.164147446886215,-0.033,6.8723073,financial-services,-0.9291496344382331,-0.7814426181275695,-0.693132565571045,-0.4250286660108685,-1.0564594455605028,-0.05800336034424785,0.13412179647152556,0.1658497925449399,0.03249004241918418,0.667932285843705,0.28363117720850206,-0.6358101137766174,-0.09291365845045131,-0.8012416060456159,-0.5131638239718731,0.25009847931983864,0.28363117720850206,-0.6358101137766174
MTB,0.1697572385358123,,0.013604869034496632,0.20034432,49.28254508431952,0.244,0.102910005,0.013789999,0.38896,0.0,24.177948428353513,0.057,12.134194,financial-services,-0.6111122524838345,0.0,-0.6417832765062969,0.5430129937856317,0.15436173596574496,-0.22720386978639928,-0.3751563896928854,-0.5512001963574281,0.23062004556961416,-0.5367081067895128,0.2946309764352081,-0.3033222561136157,-0.08839574559998623,-0.41763184299671047,0.15672361998832582,-0.30811116181755305,0.2946309764352081,-0.3033222561136157
UNM,0.1606234373213555,36.928,0.015586797173254376,0.015991211,60.98559512628651,0.33,0.07069,0.01201,0.10604,0.0995,23.310892796915073,0.085,18.015152,financial-services,-0.674522155622044,-0.6180499202151771,-0.3791548158209383,-0.11230185213042791,1.3053484257288257,-0.20647560224790207,-0.5241255039838065,-0.5912236614944519,-0.1811247795465872,-0.13471689685221128,-0.3964385599457163,-0.1998815892851262,-0.0833462914334331,-0.5572422972193866,0.3288569904501652,-0.3577977104692642,-0.3964385599457163,-0.1998815892851262
C,0.14761245260708855,,0.0175182987881099,0.6609498,46.5222016343462,0.561,0.07649,0.0060900003,0.34078,0.0,26.092657249487928,0.159,15.543209,financial-services,-0.7648487634705441,0.0,-0.12320845429506526,2.180314424673313,-0.11711608893467726,-0.15079851153403173,-0.49730921817356716,-0.7243354787506087,0.1605017588663109,-0.5367081067895128,1.8207117598915714,0.07349731590445306,-0.08546872843788574,-0.29601907258853644,0.6374666080682013,-0.39946276121184443,1.8207117598915714,0.07349731590445306
RJF,0.19641750996579924,48.477,0.015466465968675831,-0.013822019,42.680302512854816,0.153,0.17289,0.024530001,0.19323999,0.0,24.05361782540522,0.131,13.554821,financial-services,-0.4260277307911444,-0.544470326196998,-0.3951000957798203,-0.21827810785883034,-0.49496414874745376,-0.24913726915853002,-0.05160405401717432,-0.30971011933010023,-0.054219136139671775,-0.5367081067895128,0.1955357292307166,-0.029943350924036383,-0.08717597988761965,-0.45519938425598755,-0.32079317525493806,-0.23806035406911477,0.1955357292307166,-0.029943350924036383
ARES,0.49297057533103533,168.762,0.025521146235372445,-0.22957009,60.343664633618125,7.705,0.14182,0.02536,0.18434,0.2335,24.470067186529565,0.283,59.216587,financial-services,1.6327428411351994,0.2218749388888682,0.9372616329260027,-0.9851917480516416,1.2422150160480288,1.5710938523615947,-0.19525612300409467,-0.29104750432848236,-0.06717164860286257,0.4066581999477726,0.527458453082799,0.5315916975734777,-0.047970293572418325,0.9306264709833568,0.6093723734526607,-0.03670426899691674,0.527458453082799,0.5315916975734777
MKL,0.20098085079319253,23.5,0.011856096220988944,-0.07342327,35.920766511108056,,0.09994,0.02477,-0.096820004,0.18631001,23.846501154690223,-0.169,13.140262,financial-services,-0.3943474924043432,-0.7036007721050471,-0.8735159529431927,-0.4301410095876501,-1.1597597310174947,0.0,-0.3888882005442371,-0.30431371651783984,-0.47635508093939055,0.21600532379672574,0.030457484631442773,-1.1382362098007093,-0.08753192473025109,-0.6571547391508611,-0.5299669135350483,-0.23838791855118543,0.030457484631442773,-1.1382362098007093
VIRT,0.27827184762425605,411.748,0.018432467820008975,0.23097694,49.31119866093505,0.843,0.56901,0.05012,0.46762002,0.0,23.101995187229086,0.303,8.30298,financial-services,0.14223246017401747,1.769957996478379,-0.0020704569283376694,0.6519019122540759,0.15717979494868625,-0.08282907611709912,1.7798557968711073,0.26568370551641696,0.34509712806126175,-0.5367081067895128,-0.5629362667160208,0.6054778881652559,-0.09168526739137746,0.6367066665746862,0.24208421036188768,0.46348213091481827,-0.5629362667160208,0.6054778881652559
CFG,0.18320610988410518,,0.01634940436285462,0.5541687,45.83624228493402,0.468,0.07739,0.00882,0.32051,0.0,23.993922748636088,0.138,14.753555,financial-services,-0.5177456891559932,0.0,-0.2781005200593197,1.8007426318632045,-0.18457970551844954,-0.17321396363961591,-0.4931480703754266,-0.662951147738605,0.13100201475099418,-0.5367081067895128,0.14795694935631812,-0.004083184216913996,-0.0861467339057764,-0.26528206973843765,0.4809829875683797,-0.3904513275381375,0.14795694935631812,-0.004083184216913996
CFR,0.12950096754775672,,0.013672725690404668,0.073936105,43.92097367165995,0.152,0.15469,0.01277,0.36897,0.0,22.864537876376076,0.078,13.195716,financial-services,-0.8905847507486142,0.0,-0.6327914827374502,0.09367324364749252,-0.3729450182612239,-0.24937829552525675,-0.13575170949068416,-0.5741349813861271,0.2015277966862802,-0.5367081067895128,-0.7521969182490841,-0.22574175599224858,-0.08748431132587853,-0.5077920778286882,-0.17621669004632937,-0.26126675024501095,-0.7521969182490841,-0.22574175599224858
RF,0.18448013532930957,,0.015479740360958722,0.32638562,50.432900209498804,0.216,0.11895,0.01388,0.40067002,0.0,23.896919429766566,0.073,11.618257,financial-services,-0.508900978374664,0.0,-0.39334108487341357,0.9910484814245184,0.26749834845856457,-0.23395260805474719,-0.3009955120524007,-0.5491765143858105,0.24766210741397737,-0.5367081067895128,0.07064237325771291,-0.24421330364019314,-0.08883873469025501,-0.30074735441602585,0.341531407276112,-0.28480450645343663,0.07064237325771291,-0.24421330364019314
AJG,0.44404164710805966,56.18,0.017332531455164335,-0.42337358,35.70984577939029,0.162,0.07007,0.0228,0.28402,0.27891,24.668212929009567,0.346,32.594814,financial-services,1.2930618554832896,-0.4953939028943715,-0.14782478005534108,-1.674099599273964,-1.1805036357202583,-0.24696803185798963,-0.5269920724669701,-0.34860937416705035,0.07789665398296718,0.590119715960364,0.6853865968217866,0.7643331979375789,-0.07082803589873343,0.2166143908445257,-1.0338570889507372,-0.051896269172672316,0.6853865968217866,0.7643331979375789
MKTX,0.41622113600779365,24.251,0.01693516948884147,-0.40626425,20.836194911137525,4.5,0.24298,0.107939996,0.43879002,0.5035,22.253996000918953,0.119,15.407583,financial-services,1.0999225619182864,-0.6988160916039082,-0.20047984837466584,-1.6132815419409736,-2.6433166730184126,0.7986043470024846,0.2724568895069085,1.565772410133026,0.30313967256818913,1.497488618873113,-1.2388172405383473,-0.07427506527910333,-0.08558517838886191,0.06687554064657078,-1.1526646226523003,0.909714397770309,-1.2388172405383473,-0.07427506527910333
V,0.20377694006536837,67.233,0.013893589520717824,-0.10664624,55.90547797806582,0.355,0.60349,0.19193001,0.67346,0.70056,27.15403807016688,0.171,28.478184,financial-services,-0.37493610543066674,-0.424974364173882,-0.6035244640994417,-0.5482377728292392,0.8057224992334759,-0.2004499430797343,1.939273992515427,3.454296727948456,0.6446643080662892,2.293633220182104,2.6666643436414246,0.11782903025952,-0.07436261895572135,-0.4678116445679968,0.0190115944415008,2.082967062178069,2.6666643436414246,0.11782903025952
CME,0.14207191050339305,14.059,0.012288020511598415,-0.059062302,38.268156953722254,0.213,0.15919,0.0155,0.69806,0.71067,25.316730034901592,0.144,23.359522,financial-services,-0.8033130599753151,-0.7637501311080456,-0.8162809758735996,-0.37909247786950334,-0.9288955421575537,-0.23467568715492734,-0.11494597049998115,-0.5127506436285918,0.680465674876195,2.3344787592018643,1.2022743251909447,0.018082672960619373,-0.07875755752917779,-0.7944480556523201,-0.5142212357273281,0.5968119549873716,1.2022743251909447,0.018082672960619373
GPN,0.2969568470406916,95.593,0.02417846979918105,0.008009553,57.988377115995235,,0.02935,0.023670001,0.12515001,0.4427,23.75123642333423,0.631,27.76103,financial-services,0.2719499759502947,-0.24429055723340595,0.7593414355486792,-0.14067402882328037,1.0105741554494834,0.0,-0.7152608928450646,-0.3290473099789941,-0.15331321541036896,1.251849768981777,-0.04547138468738075,1.817211413870418,-0.07497837513921395,0.2623336180885226,0.289966708875401,0.013557087686837332,-0.04547138468738075,1.817211413870418
RGA,0.1405831424262145,45.614,0.014683569364598333,-0.014531195,44.67695838243219,0.166,0.09905,0.00854,0.08315,0.08179,23.29977224719626,0.235,10.903857,financial-services,-0.813648585935715,-0.5627107260302344,-0.49884297423430507,-0.2207989959723439,-0.2985944569423395,-0.2460039263910828,-0.39300311336684285,-0.6692469772521984,-0.2144375147611703,-0.20626729210838826,-0.40530197407951607,0.3542648401532101,-0.08945212625955129,-0.6250674287334181,-0.2551324597685887,-0.37073872437215,-0.40530197407951607,0.3542648401532101
