Ticker,MaxDrawdown,DebtToEquity,ReturnSD,PriceChange12M,RSI,EarningsGrowth,ROE,ROA,OperatingMargin,EBITDAMargin,LogMarketCap,RevenueGrowth,PE,Sector,MaxDrawdown_ZScore,DebtToEquity_ZScore,ReturnSD_ZScore,PriceChange12M_ZScore,RSI_ZScore,EarningsGrowth_ZScore,ROE_ZScore,ROA_ZScore,OperatingMargin_ZScore,EBITDAMargin_ZScore,LogMarketCap_ZScore,RevenueGrowth_ZScore,PE_ZScore,Risk_Score,Momentum_Score,Quality_Score,Size_Score,Growth_Score
AAL,0.3739237292817777,,0.030778184562397264,0.28646743,62.030459300316565,,,0.01846,-0.00065,0.07308,22.993604433835436,0.108,47.225807,industrials,0.8477458289843192,0.0,1.160947390610864,0.03254712625526683,1.0938516364419155,1.0132787112291824e-16,0.0,-1.2610480225079688,-1.340444873220674,-1.0967104692422962,-0.6511449503513097,-0.07688602648857525,0.15782169493277845,0.6695644065317277,0.3754662542323941,-0.9245508412427348,-0.6511449503513097,-0.07688602648857525
GTES,0.24991082039928797,63.472,0.023260186042708797,0.23369825,53.98495891242734,-0.04,0.07683,0.04527,0.12866001,0.21014,22.607859463162686,0.004,27.28421,industrials,-0.176324596536613,-0.12251155747832462,0.1855607577005466,-0.0587978113673346,0.35981312947430577,-0.2552592739961266,-0.10555745002053757,-0.617730733099847,-0.09874196540629533,0.19892808939136336,-0.9964243737993894,-0.08761936213816723,-0.2991089649101303,-0.037758465438130336,0.015252014703614869,-0.15577551478382912,-0.9964243737993894,-0.08761936213816723
PCAR,0.1529222485245572,76.163,0.016505867814711313,0.20268059,35.86883841824876,0.197,0.13108,0.041479997,0.103190005,0.11598,24.785194221020543,-0.089,23.48298,industrials,-0.9772341870417285,-0.1088787694859712,-0.6907458412909421,-0.11249025490917205,-1.2930275141740795,-0.14710665545247995,-0.09712714638209091,-0.708673458083385,-0.3433183850550661,-0.6911735207133016,0.9525028890382414,-0.09721744113251392,-0.3862082344478037,-0.5922862659395473,-0.5175414748452438,-0.4600731275584609,0.9525028890382414,-0.09721744113251392
WSO,0.33418119300933435,15.124,0.019722617778792206,-0.15365994,37.57819977470828,-0.031,0.18595,0.095,0.06846,0.10163,23.42632906588142,0.001,30.11485,industrials,0.5195609940461497,-0.17444742020421733,-0.2734040570165203,-0.729325754063313,-1.1370723842914914,-0.2511522125324438,-0.08860049641634771,0.5755616504236851,-0.6768142079763382,-0.8268251573424642,-0.26381414159431593,-0.08792897758959778,-0.23424925467841057,0.023903172275137368,-0.7058501169624161,-0.25416955282786624,-0.26381414159431593,-0.08792897758959778
CNM,0.33875785763240696,118.467,0.025548480242581013,-0.07639146,44.71032558014397,0.091,0.24012,0.07549,0.074640006,0.11951999,22.988037525072176,-0.069,21.406927,industrials,0.5573540506742919,-0.06343542670537708,0.4824445052666553,-0.5955718377471372,-0.48636643371969984,-0.1954787126914105,-0.08018262456206836,0.10741094858286242,-0.6174705313304983,-0.6577097271836243,-0.6561278773997539,-0.09515333812297701,-0.4337777579498006,0.3254543764118567,-0.42580566138608256,-0.31198798362333213,-0.6561278773997539,-0.09515333812297701
SARO,0.2650965900498364,91.396,0.020032633464985326,-0.033738196,58.25486323063703,0.263,0.114829995,0.05352,0.08796,0.12100001,22.97687041165483,0.133,32.545456,industrials,-0.05092396100571171,-0.09251534190047597,-0.23318255983034913,-0.5217378357884115,0.7493817130954273,-0.11698820471880621,-0.09965235331805913,-0.4197684937258447,-0.4895649246271188,-0.6437189860516457,-0.666123534570854,-0.0743058977266541,-0.17855570097766468,-0.12554062091217894,0.036885224196069884,-0.4131761894306671,-0.666123534570854,-0.0743058977266541
AME,0.13567128138260331,22.489,0.013718047451898273,0.28090966,47.44500331515578,0.145,0.14626999,0.0801,0.26299,0.31856,24.66998977886238,0.113,34.116314,industrials,-1.1196887542388274,-0.16653587000614917,-1.052438213233004,0.022926469766559467,-0.2368656363961077,-0.1708363439093138,-0.09476666291729886,0.2180298484027596,1.1911654376607712,1.2238305593100953,0.8493836615920491,-0.07637000073619102,-0.1425619346579706,-0.7795542791593268,-0.128258503512954,0.6345647956140819,0.8493836615920491,-0.07637000073619102
GE,0.2085149392334953,116.527,0.019590292993285383,0.30822694,57.55472644156517,-0.018,0.45428002,0.048520003,0.20207001,0.22845,26.54712222708515,0.247,40.168736,industrials,-0.5181623779601316,-0.06551939240588654,-0.29057190117717974,0.07021345125119001,0.6855040997033495,-0.24521979041823533,-0.046902735238274644,-0.5397455365116984,0.6061795674483811,0.3720139058847407,2.5296005373368566,-0.06254051057229365,-0.00388010400480191,-0.2914178905143993,0.17016592017876805,0.09788630039578719,2.5296005373368566,-0.06254051057229365
PH,0.17250971096717407,65.554,0.0153393252553349,0.27916098,34.05158647724751,-0.042,0.24841999,0.095410004,0.21528,0.26107,25.391376570391937,0.106,31.155663,industrials,-0.8154853725090973,-0.12027505408221087,-0.8420933064649434,0.01989945540852148,-1.4588261391501585,-0.2561719543213894,-0.07889282850868455,0.5853998698166911,0.7330288577330146,0.6803732359783495,1.4950952959601733,-0.07709243678952894,-0.21040064461658467,-0.5926179110187505,-0.5650328793543421,0.4799772837548427,1.4950952959601733,-0.07709243678952894
WCC,0.20542368419980678,127.711,0.024969128446408074,1.1828237,60.881999371704076,0.481,0.13395001,0.05135,0.051149998,0.06226,23.590638869836475,0.138,25.70605,industrials,-0.5436892596877653,-0.05350543756336186,0.4072792872555344,1.5841650890657109,0.9890708557983877,-0.017506049265156608,-0.0966811545711162,-0.47183856153694587,-0.843033975631392,-1.198992748568257,-0.11674081934846695,-0.07378987197426987,-0.33527004519561016,-0.06330513666519759,0.8519099651996473,-0.6526366100769279,-0.11674081934846695,-0.07378987197426987
CR,0.2338812835167164,57.874,0.019011763107728178,0.07130313,48.39185202026707,-0.378,0.16613,0.09043,0.24841999,0.22448999,23.081045386968032,0.249,33.577984,industrials,-0.30869287016362057,-0.12852498015433084,-0.3656304843404838,-0.33990834040369383,-0.15047903813426228,-0.4095022489655466,-0.09168047094379496,0.46590256752196485,1.0512565181279017,0.3345796314897687,-0.5728767571698968,-0.06233410027133996,-0.1548969287967667,-0.26761611155281173,-0.2999632091678342,0.44001456154896007,-0.5728767571698968,-0.06233410027133996
LHX,0.20554913017916848,34.574,0.015188319029447792,0.2961836,34.34351210867247,-0.061,,,0.097270004,0.16693,24.795985567642163,1.9,34.258694,industrials,-0.542653355291824,-0.1535540527429239,-0.8616848844402241,0.04936609032824632,-1.432192040050578,-0.26484241741138637,0.0,-3.3300338812026394e-16,-0.4001653565769463,-0.20953931261185008,0.9621621982270117,0.10805760316593283,-0.1392995185461401,-0.5192974308249907,-0.5492227890445728,-0.15242616729719918,0.9621621982270117,0.10805760316593283
SWK,0.26135769196828074,77.606,0.023506222355162427,0.24190772,62.34497794959061,-0.348,0.04165,0.03329,0.06437,0.10973,23.23662071782749,0.027,32.54918,industrials,-0.08179893187657652,-0.10732868572007678,0.21748155813025485,-0.044586987453364035,1.122547029965743,-0.395812044086604,-0.11102432710810536,-0.905195900093853,-0.716088544842918,-0.7502552439838429,-0.4336216414176075,-0.08524564367719978,-0.1784703713133828,0.009451313511200515,0.227382666141925,-0.6206410040071798,-0.4336216414176075,-0.08524564367719978
PSN,0.4541381881653558,61.213,0.027429403509950913,-0.06649816,54.55890834143872,-0.179,0.1103,0.04398,0.063379996,0.08312,22.567369538266814,-0.041,28.277512,industrials,1.510138605527244,-0.1249381958893818,0.7264758665016962,-0.5784462566526104,0.41217792490463195,-0.318690556601894,-0.10035630231954569,-0.6486848287110547,-0.725595085330757,-1.001801588980499,-1.0326668111255868,-0.09226359390962531,-0.27634899547120917,0.7038920920465195,-0.1616529627832908,-0.6191094513354641,-1.0326668111255868,-0.09226359390962531
CXT,0.4460328897922251,120.992,0.023093250640215425,-0.27129453,40.71986218338704,-0.71,0.1101,0.06068,0.12045,0.23878,21.527482696034934,0.174,17.41704,industrials,1.4432068931051834,-0.06072304866734284,0.16390252516363918,-0.9329545443119068,-0.8504399720509596,-0.5610071829591781,-0.10038738177996392,-0.24796126537216504,-0.17757881098526568,0.4696641781062912,-1.9634670979339197,-0.07007448655710341,-0.5251998090327025,0.5154621232004932,-0.7814672331073481,-0.014065820007775884,-1.9634670979339197,-0.07007448655710341
LSTR,0.17396054613324954,15.551,0.021753140204952375,0.5029783,70.21726763190264,0.369,0.14412,0.07393,0.045050003,0.05046,22.67199284236265,0.016,57.154697,industrials,-0.8035047053408794,-0.17398873290828046,-0.009963670973011698,0.40733354353075135,1.8407825014995252,-0.06861614747987567,-0.09510076556282188,0.06997808877396001,-0.9016093444613316,-1.310539042103039,-0.939018735677082,-0.08638090033244508,0.3853267567995715,-0.3291523697407238,0.7264999658501335,-0.5593177658383081,-0.939018735677082,-0.08638090033244508
TDY,0.18387182843282915,23.133,0.015396577462778479,0.25410736,47.04901606733115,0.216,0.09049,0.04893,0.19031,0.24709,24.080726901572802,0.076,31.44749,industrials,-0.7216595879780877,-0.16584407933030992,-0.8346653936103676,-0.0234690668258653,-0.27299389121652184,-0.13843619236248297,-0.10343472287397201,-0.5299074850866532,0.4932537497725016,0.5482192373668029,0.32193583466364784,-0.08018859130383432,-0.20371388308640354,-0.5740563536395884,-0.14496638346829005,0.10203269479466981,0.32193583466364784,-0.08018859130383432
GNRC,0.3277298939414523,52.086,0.032895438165953306,1.3036306,70.76951003014898,0.699,0.07388,0.03788,0.11071999,0.121929996,23.518117091766307,0.124,86.84688,industrials,0.46628763209421836,-0.13474250256389206,1.4356402969717101,1.7932852373204278,1.891166836338803,0.08197610618849299,-0.10601587206170655,-0.7950569087330445,-0.271011498138124,-0.6349277579720494,-0.18165489373244756,-0.07523474408094571,1.0656769198465128,0.5890618088340122,1.2554760599492414,-0.4517530092262311,-0.18165489373244756,-0.07523474408094571
AIT,0.12855730157998727,19.639,0.016591203982467457,0.3528521,59.23174666341277,0.031,0.21899,0.10786,0.110190004,0.12257,23.14173689119967,0.073,28.742668,industrials,-1.1784343831355382,-0.16959736600947492,-0.6796743098035184,0.14746086075421064,0.8385085569093305,-0.2228591224492957,-0.08346616955525504,0.8841427896175845,-0.27610070319889946,-0.6288777516968431,-0.5185519333031082,-0.08049820675526487,-0.26569066966059895,-0.6759020196495106,0.25437009840474845,-0.02607545870835329,-0.5185519333031082,-0.08049820675526487
